Name,Year,Month,Time,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7,DAY8,DAY9,DAY10,DAY11,DAY12,DAY13,DAY14,DAY15,DAY16,DAY17,DAY18,DAY19,DAY20,DAY21,DAY22,DAY23,DAY24,DAY25,DAY26,DAY27,DAY28,DAY29,DAY30,DAY31
KIAMO-Accra,2006,06,15:00,66,63,88,72,65,60,64,71,58,72,67,73,66,72,87,70,85,62,84,71,68,67,59,62,66,72,75,67,92,73,
KIAMO-Accra,2006,07,06:00,88,92,85,91,88,91,91,90,90,90,92,92,92,91,86,88,88,91,94,88,83,90,91,87,89,94,94,92,89,92,96
KIAMO-Accra,2006,07,15:00,68,62,81,67,80,76,80,70,62,68,71,70,63,77,72,74,68,73,74,72,72,73,73,66,67,66,63,68,69,95,71
KIAMO-Accra,2006,08,06:00,90,100,93,92,91,91,94,91,89,90,87,87,91,90,91,87,87,91,89,91,88,87,88,91,82,88,87,85,91,83,90
KIAMO-Accra,2006,08,15:00,84,85,85,77,79,70,74,70,70,67,71,73,70,75,70,76,70,69,67,72,67,69,71,70,65,73,65,75,68,70,69
KIAMO-Accra,2006,09,06:00,90,91,87,96,91,91,87,91,91,92,93,91,94,91,92,92,91,89,91,89,85,95,92,88,88,88,89,92,91,92,
KIAMO-Accra,2006,09,15:00,75,65,67,79,70,69,65,86,72,77,70,82,74,68,69,77,71,67,73,65,69,69,71,63,66,70,65,71,68,70,
KIAMO-Accra,2006,10,06:00,92,90,93,93,92,92,93,90,92,92,93,94,95,92,92,93,93,92,96,92,96,93,89,91,93,91,93,92,92,84,92
KIAMO-Accra,2006,10,15:00,71,77,68,65,63,64,68,66,66,69,74,67,71,66,72,68,63,69,94,68,69,66,71,63,67,62,63,66,64,69,66
KIAMO-Accra,2006,11,06:00,92,93,92,91,92,92,93,92,92,90,87,85,86,90,91,89,91,88,87,90,87,92,92,88,85,89,92,92,92,88,
KIAMO-Accra,2006,11,15:00,70,63,66,70,62,66,69,60,63,57,64,64,76,63,65,64,57,62,56,58,67,60,72,73,60,62,66,60,62,61,
KIAMO-Accra,2006,12,06:00,90,90,91,88,91,90,93,92,93,92,88,90,90,93,92,90,92,92,88,94,93,90,93,92,92,90,88,92,90,88,86
KIAMO-Accra,2006,12,15:00,64,63,58,60,70,52,63,61,63,50,72,61,60,56,60,61,61,65,60,60,59,60,66,62,56,40,61,60,62,66,68
KIAMO-Accra,2007,01,06:00,86,53,42,49,46,35,43,88,83,88,92,68,48,70,63,49,35,56,58,64,80,50,91,92,92,90,92,93,90,89,89
KIAMO-Accra,2007,01,15:00,36,33,32,35,21,27,48,51,56,69,32,30,38,26,31,33,29,38,28,51,24,39,58,60,59,59,66,59,64,59,63
KIAMO-Accra,2007,02,06:00,91,92,90,92,90,92,87,87,88,82,90,90,92,90,94,92,88,88,90,86,89,94,84,88,91,88,78,92,,,
KIAMO-Accra,2007,02,15:00,66,64,59,53,63,59,61,69,56,76,56,63,55,50,58,58,69,61,68,68,61,73,62,64,62,61,60,62,,,
KIAMO-Accra,2007,03,06:00,92,90,91,88,88,89,88,82,73,84,91,74,90,88,86,91,88,89,92,86,90,90,87,85,88,90,90,89,92,92,90
KIAMO-Accra,2007,03,15:00,63,58,56,64,58,58,61,63,69,56,57,64,63,60,56,76,62,60,58,51,60,58,59,68,64,98,59,61,67,77,68
KIAMO-Accra,2007,04,06:00,89,89,81,90,89,92,94,95,92,92,91,91,92,92,88,81,89,88,92,92,91,91,83,86,88,88,88,86,90,92,
KIAMO-Accra,2007,04,15:00,57,63,60,67,84,66,71,65,68,67,60,63,68,63,64,70,63,59,54,64,63,67,53,66,66,64,65,64,56,60,
KIAMO-Accra,2007,05,06:00,89,88,88,85,84,84,84,88,84,87,93,96,87,84,88,88,86,92,92,92,89,92,92,89,88,92,92,87,93,97,93
KIAMO-Accra,2007,05,15:00,59,60,63,65,63,55,58,64,60,58,73,62,69,60,67,62,62,67,55,60,92,62,61,70,67,65,90,60,81,62,63
KIAMO-Accra,2007,06,06:00,90,93,95,96,92,93,91,91,91,92,93,92,92,92,92,92,91,83,89,92,92,92,89,93,95,92,87,92,95,93,
KIAMO-Accra,2007,06,15:00,67,95,90,68,78,82,83,69,74,74,74,77,71,71,69,80,71,71,69,73,72,70,67,76,76,68,68,70,79,68,
KIAMO-Accra,2007,07,06:00,88,93,88,89,96,96,94,94,94,91,93,94,92,91,88,89,91,97,93,92,97,91,92,92,90,92,96,91,87,91,91
KIAMO-Accra,2007,07,15:00,63,66,70,74,89,83,86,68,70,66,65,61,71,71,69,73,77,83,71,68,80,75,74,68,77,88,80,66,66,64,61
KIAMO-Accra,2007,08,06:00,89,88,91,86,89,86,89,91,87,91,96,94,89,92,92,90,89,87,92,87,90,96,89,91,90,90,87,84,93,88,91
KIAMO-Accra,2007,08,15:00,59,70,66,72,73,64,62,55,71,63,72,74,70,74,69,72,61,71,69,75,96,73,61,71,66,65,67,73,67,75,79
KIAMO-Accra,2007,09,06:00,96,96,93,88,96,96,96,93,91,93,91,94,91,91,92,88,92,91,92,88,95,91,92,92,91,92,92,88,88,92,
KIAMO-Accra,2007,09,15:00,95,76,77,74,88,75,66,67,75,68,65,77,68,71,69,73,68,75,69,70,71,62,67,69,69,70,57,68,69,63,
KIAMO-Accra,2007,10,06:00,91,92,91,91,91,94,92,94,96,96,91,91,92,91,96,92,93,92,83,91,91,91,92,95,94,92,92,92,92,87,90
KIAMO-Accra,2007,10,15:00,67,75,62,72,67,71,74,75,85,67,67,62,66,71,65,66,60,68,76,63,58,60,66,68,72,62,96,66,63,65,64
KIAMO-Accra,2007,11,06:00,90,91,91,93,88,91,92,92,91,90,93,87,92,92,92,94,92,90,92,91,94,89,90,92,92,90,92,92,90,94,
KIAMO-Accra,2007,11,15:00,66,67,75,67,61,66,65,60,65,68,61,71,66,62,67,65,63,67,61,61,78,74,66,66,68,69,65,61,63,63,
KIAMO-Accra,2007,12,06:00,93,92,92,87,91,90,80,92,92,92,92,92,89,91,92,92,89,92,92,94,92,93,92,92,89,88,91,91,91,93,93
KIAMO-Accra,2007,12,15:00,64,64,69,74,63,64,69,59,66,60,65,55,63,65,60,64,66,66,59,58,63,60,63,60,64,61,63,63,64,63,57
KIAMO-Accra,2008,01,06:00,92,68,75,70,78,85,68,41,47,54,60,87,93,92,90,90,87,91,53,63,72,48,62,54,69,48,70,41,76,56,59
KIAMO-Accra,2008,01,15:00,42,46,45,39,57,68,27,18,32,37,42,62,60,66,68,91,56,26,38,28,28,30,24,26,28,27,27,29,28,26,31
KIAMO-Accra,2008,02,06:00,60,81,92,93,90,90,92,93,91,92,93,93,93,91,87,90,91,87,92,88,90,88,90,88,86,90,89,82,89,,
KIAMO-Accra,2008,02,15:00,45,57,60,66,70,63,63,61,63,59,61,58,53,57,52,66,59,58,54,56,58,53,56,65,63,60,57,62,71,,
KIAMO-Accra,2008,03,06:00,88,90,87,90,90,86,86,91,86,88,92,90,92,88,90,92,91,84,82,81,92,90,90,86,90,84,86,90,90,86,89
KIAMO-Accra,2008,03,15:00,64,64,65,68,62,69,48,56,66,78,60,60,61,65,63,59,65,54,68,59,64,64,62,72,61,63,66,62,63,63,88
KIAMO-Accra,2008,04,06:00,83,92,92,88,84,92,91,92,92,92,92,88,91,88,90,91,90,87,93,91,92,91,94,92,94,87,90,92,94,92,
KIAMO-Accra,2008,04,15:00,63,67,74,58,71,65,63,66,61,66,70,66,68,61,63,61,95,66,63,64,67,67,58,61,81,66,91,70,88,65,
KIAMO-Accra,2008,05,06:00,91,88,98,86,92,96,95,92,92,92,87,87,88,93,93,90,91,89,91,91,92,93,91,86,96,95,92,94,94,96,92
KIAMO-Accra,2008,05,15:00,64,69,73,70,81,65,65,67,67,63,86,69,71,72,60,88,63,63,86,69,66,63,61,73,71,66,64,74,77,67,66
KIAMO-Accra,2008,06,06:00,92,93,89,91,92,93,96,90,91,92,95,92,93,91,87,91,92,93,89,92,92,91,91,91,92,92,91,92,93,91,
KIAMO-Accra,2008,06,15:00,71,63,91,67,65,77,79,65,71,72,65,69,77,79,62,76,88,77,70,64,69,67,71,74,74,68,68,73,78,73,
KIAMO-Accra,2008,07,06:00,93,92,91,92,92,93,85,91,89,91,85,87,89,93,88,90,91,88,89,89,94,88,95,91,96,92,92,92,91,91,95
KIAMO-Accra,2008,07,15:00,79,71,67,62,67,62,69,67,69,66,66,65,68,69,77,63,61,71,81,73,61,96,74,70,74,73,80,63,69,70,85
KIAMO-Accra,2008,08,06:00,94,92,89,91,91,91,89,92,87,91,87,88,92,87,86,88,91,89,91,91,87,87,92,92,88,92,92,89,96,92,92
KIAMO-Accra,2008,08,15:00,86,70,73,68,71,71,71,79,64,63,57,66,75,70,84,85,70,66,64,63,65,69,64,66,77,73,62,96,84,73,71
KIAMO-Accra,2008,09,06:00,90,90,91,93,94,91,91,88,92,88,89,90,87,91,90,91,87,92,94,93,90,89,92,93,90,92,88,91,94,90,
KIAMO-Accra,2008,09,15:00,69,78,71,75,73,71,64,69,62,66,71,62,70,67,65,68,63,80,86,68,64,74,71,67,64,69,66,61,68,66,
KIAMO-Accra,2008,10,06:00,92,91,92,88,89,88,91,96,88,92,92,91,92,88,92,92,92,92,90,90,89,93,94,95,93,92,92,87,92,89,95
KIAMO-Accra,2008,10,15:00,68,65,71,65,66,66,68,65,67,71,71,64,66,73,60,64,65,68,60,61,71,66,66,61,64,70,73,66,71,63,67
KIAMO-Accra,2008,11,06:00,89,92,90,93,96,92,92,91,88,87,91,91,93,95,88,92,92,93,90,87,92,95,92,90,93,90,89,92,94,92,
KIAMO-Accra,2008,11,15:00,66,68,66,69,62,65,61,65,58,66,58,63,66,65,68,67,61,70,66,62,65,64,67,67,64,67,66,66,61,74,
KIAMO-Accra,2008,12,06:00,81,93,92,88,88,95,88,87,92,92,93,94,92,93,94,93,84,92,91,93,93,95,93,92,96,92,81,92,93,90,94
KIAMO-Accra,2008,12,15:00,71,65,66,68,98,73,62,68,69,60,66,71,63,66,57,70,63,64,69,59,63,62,58,64,65,47,48,60,63,64,67
KIAMO-Accra,2009,01,06:00,94,92,91,90,90,93,93,91,90,92,92,92,92,92,91,94,92,90,88,64,45,40,44,39,45,63,88,92,92,92,91
KIAMO-Accra,2009,01,15:00,65,65,63,64,63,67,66,60,70,62,63,61,62,62,55,66,63,56,30,32,31,29,29,23,22,30,51,60,60,60,66
KIAMO-Accra,2009,02,06:00,90,96,93,93,93,92,92,94,93,93,92,90,91,92,93,89,91,87,90,89,90,92,92,90,93,92,92,92,,,
KIAMO-Accra,2009,02,15:00,55,62,63,66,63,66,66,65,72,59,66,62,63,61,46,60,64,65,55,57,60,64,64,67,62,61,67,62,,,
KIAMO-Accra,2009,03,06:00,92,92,94,91,92,91,84,91,85,93,94,89,88,89,88,80,88,92,83,88,90,88,92,92,92,91,90,88,84,85,88
KIAMO-Accra,2009,03,15:00,61,84,66,62,63,69,67,61,66,61,67,61,64,57,65,71,66,48,60,58,63,63,60,61,65,61,61,63,68,66,67
KIAMO-Accra,2009,04,06:00,88,88,90,90,84,92,91,77,92,91,92,92,90,94,91,92,95,94,91,91,96,93,94,94,89,92,93,92,92,93,
KIAMO-Accra,2009,04,15:00,72,56,64,67,69,61,65,81,64,55,59,66,88,67,63,83,65,62,72,58,64,62,66,66,63,66,74,56,73,68,
KIAMO-Accra,2009,05,06:00,92,84,95,88,93,92,92,92,92,97,94,92,92,92,92,92,90,90,92,84,88,90,87,90,82,88,90,90,92,84,91
KIAMO-Accra,2009,05,15:00,70,65,68,65,79,66,81,66,69,81,67,66,68,68,57,63,63,63,64,69,60,75,52,61,84,56,52,58,75,71,66
KIAMO-Accra,2009,06,06:00,93,92,95,92,92,88,92,92,89,81,90,96,92,95,92,95,93,92,92,89,93,86,92,93,92,92,92,93,93,94,
KIAMO-Accra,2009,06,15:00,64,66,68,70,68,71,66,63,75,66,88,67,81,73,69,76,70,67,62,77,77,66,69,77,74,88,79,95,64,72,
KIAMO-Accra,2009,07,06:00,92,88,94,94,93,93,93,97,96,93,84,95,90,90,92,93,90,92,91,91,88,88,90,91,88,87,91,91,91,91,88
KIAMO-Accra,2009,07,15:00,67,67,68,76,74,81,75,92,93,82,71,72,67,77,67,65,77,76,70,68,76,71,70,68,81,67,76,76,70,76,84
KIAMO-Accra,2009,08,06:00,92,91,91,90,91,91,91,88,87,91,91,88,90,95,88,91,90,87,91,87,90,91,91,84,91,91,91,88,85,89,89
KIAMO-Accra,2009,08,15:00,67,74,73,77,77,77,73,69,70,67,68,78,84,71,66,70,66,77,67,73,73,65,73,69,90,72,70,71,77,71,68
KIAMO-Accra,2009,09,06:00,90,89,89,87,85,88,88,87,88,88,88,89,87,92,87,85,87,88,87,83,86,85,87,87,93,90,88,92,92,88,
KIAMO-Accra,2009,09,15:00,69,78,62,74,65,68,67,62,66,81,68,67,70,68,72,66,62,62,61,66,61,66,67,64,87,67,65,71,69,66,
KIAMO-Accra,2009,10,06:00,91,89,92,91,90,91,89,88,91,89,89,88,92,92,92,94,91,89,89,88,88,88,90,88,89,89,90,90,86,90,92
KIAMO-Accra,2009,10,15:00,67,68,68,61,66,63,72,65,69,66,69,66,77,73,69,68,69,73,74,71,67,70,62,63,60,66,66,68,76,65,60
KIAMO-Accra,2009,11,06:00,92,91,88,92,87,89,90,92,93,92,92,90,92,89,93,92,92,92,89,92,92,90,89,88,91,89,92,90,88,88,
KIAMO-Accra,2009,11,15:00,63,70,69,66,68,69,66,71,58,62,60,68,69,69,66,57,63,58,60,58,63,56,61,61,60,64,66,67,64,56,
KIAMO-Accra,2009,12,06:00,86,88,90,88,89,91,90,89,92,87,90,92,88,92,88,91,92,93,92,94,93,90,92,90,93,92,92,96,92,92,91
KIAMO-Accra,2009,12,15:00,61,61,66,62,64,61,64,62,62,69,75,66,66,62,58,64,61,64,69,69,66,60,69,71,65,61,61,62,58,66,64
KIAMO-Accra,2010,01,06:00,92,92,93,91,92,84,92,92,88,93,92,92,89,90,86,91,92,92,95,91,94,93,93,94,91,94,92,92,95,93,90
KIAMO-Accra,2010,01,15:00,68,60,60,64,65,65,69,66,61,65,55,58,60,64,72,63,62,67,65,65,63,65,57,61,74,73,78,67,56,65,54
KIAMO-Accra,2010,02,06:00,94,90,93,85,94,92,94,93,91,90,92,92,88,96,91,94,92,90,92,92,89,88,88,88,81,91,93,80,,,
KIAMO-Accra,2010,02,15:00,62,63,64,61,64,58,57,61,62,64,64,65,59,75,60,60,61,61,66,61,67,67,61,64,48,70,58,59,,,
KIAMO-Accra,2010,03,06:00,91,90,91,84,88,92,85,88,88,90,92,87,86,84,80,91,92,89,91,88,88,89,91,92,89,90,80,89,88,88,83
KIAMO-Accra,2010,03,15:00,60,56,59,67,68,61,55,62,67,56,64,72,67,73,62,69,51,57,68,73,73,65,66,68,57,66,58,61,63,67,64
KIAMO-Accra,2010,04,06:00,90,89,90,89,88,87,86,92,85,92,90,88,92,89,84,88,91,80,85,86,79,88,88,85,87,91,92,88,88,93,
KIAMO-Accra,2010,04,15:00,59,64,65,62,67,54,52,65,63,68,61,59,60,62,57,69,63,51,66,61,69,66,76,66,64,67,57,71,64,61,
KIAMO-Accra,2010,05,06:00,90,88,87,92,90,88,85,88,88,89,91,88,87,83,88,88,88,92,90,90,88,92,90,88,93,92,92,96,94,92,93
KIAMO-Accra,2010,05,15:00,61,66,58,61,67,62,72,61,63,63,62,62,62,60,65,62,92,68,66,72,66,63,65,67,67,90,74,71,79,78,75
KIAMO-Accra,2010,06,06:00,100,94,96,93,96,96,89,93,95,96,92,92,87,94,92,96,95,95,94,88,94,96,96,87,92,90,89,91,91,84,
KIAMO-Accra,2010,06,15:00,75,79,66,96,72,71,66,68,77,71,74,67,78,76,75,91,68,78,72,96,82,74,72,74,74,83,70,74,72,69,
KIAMO-Accra,2010,07,06:00,89,96,93,93,88,92,92,96,93,92,88,91,92,92,92,96,87,91,89,87,86,90,91,80,91,87,96,94,95,87,91
KIAMO-Accra,2010,07,15:00,76,71,68,72,68,79,71,65,75,82,71,67,74,76,82,94,75,71,61,67,64,67,73,58,64,68,71,70,65,73,61
KIAMO-Accra,2010,08,06:00,91,93,87,87,91,87,90,88,92,87,88,96,91,87,92,92,88,94,91,88,94,92,91,87,91,92,88,93,92,96,93
KIAMO-Accra,2010,08,15:00,61,65,68,63,60,65,68,84,71,68,89,73,72,70,71,64,92,70,68,83,81,70,74,74,72,74,67,75,80,70,73
KIAMO-Accra,2010,09,06:00,90,92,91,88,89,92,89,87,91,95,88,90,92,90,89,94,92,88,96,93,93,92,92,94,93,95,93,92,92,93,
KIAMO-Accra,2010,09,15:00,70,65,68,70,77,74,68,80,71,74,74,72,71,77,75,68,75,84,68,88,74,66,77,75,69,68,72,65,67,74,
KIAMO-Accra,2010,10,06:00,92,92,92,89,92,92,92,92,92,94,91,92,92,92,92,92,87,92,92,90,88,87,92,87,90,91,93,92,92,88,92
KIAMO-Accra,2010,10,15:00,69,66,77,69,65,66,69,67,63,71,67,65,66,89,70,64,68,62,64,75,69,65,68,60,69,78,66,65,60,69,66
KIAMO-Accra,2010,11,06:00,96,87,90,92,91,96,92,92,92,90,90,84,86,93,92,92,92,95,92,92,95,93,94,93,91,92,92,87,91,92,
KIAMO-Accra,2010,11,15:00,80,65,61,67,65,71,65,70,68,63,63,69,66,67,65,66,65,73,66,59,70,70,73,68,62,69,67,65,66,68,
KIAMO-Accra,2010,12,06:00,93,92,92,93,91,91,91,88,92,92,92,92,92,92,92,94,94,96,92,94,94,92,92,93,93,94,90,92,94,94,92
KIAMO-Accra,2010,12,15:00,67,65,60,64,66,72,63,64,65,66,64,68,63,64,65,66,67,68,65,63,69,68,64,62,64,63,66,75,60,77,45
KIAMO-Accra,2011,01,06:00,69,68,89,93,92,88,88,92,83,69,65,73,69,70,79,80,65,57,83,91,98,92,88,91,89,88,92,92,92,88,92
KIAMO-Accra,2011,01,15:00,35,33,53,69,58,66,65,51,35,32,39,34,42,27,49,46,28,48,62,65,56,62,58,64,61,68,63,62,65,62,66
KIAMO-Accra,2011,02,06:00,92,84,88,83,88,84,92,90,87,84,91,92,90,84,80,89,92,88,78,89,81,88,91,87,88,89,89,85,,,
KIAMO-Accra,2011,02,15:00,63,61,58,56,63,58,60,59,54,94,53,58,50,54,56,63,68,61,59,57,59,56,71,59,64,58,65,57,,,
KIAMO-Accra,2011,03,06:00,89,82,90,86,88,88,90,93,87,85,88,88,87,90,84,76,81,92,86,84,88,84,86,88,85,86,85,88,86,86,87
KIAMO-Accra,2011,03,15:00,62,66,63,56,64,62,58,66,67,57,58,58,59,58,56,62,68,62,59,61,61,62,61,61,59,58,59,62,58,64,63
KIAMO-Accra,2011,04,06:00,87,88,84,87,81,92,91,81,88,88,88,88,87,84,86,81,86,91,88,89,91,88,85,91,90,88,92,88,92,87,
KIAMO-Accra,2011,04,15:00,65,59,75,59,56,67,64,56,56,58,50,61,64,56,59,61,70,74,53,67,61,59,66,68,58,63,62,67,63,52,
KIAMO-Accra,2011,05,06:00,89,90,90,96,87,92,90,89,76,86,87,92,86,92,87,88,89,90,93,91,92,92,92,92,89,88,88,88,92,88,91
KIAMO-Accra,2011,05,15:00,61,69,65,75,66,68,60,66,66,74,56,66,67,81,67,64,68,71,73,67,70,75,68,66,74,80,70,68,65,91,72
KIAMO-Accra,2011,06,06:00,89,92,92,90,89,89,89,88,90,92,90,92,88,91,92,90,90,88,88,92,87,90,92,88,92,92,91,87,92,84,
KIAMO-Accra,2011,06,15:00,79,66,66,69,71,64,73,68,74,69,70,89,64,68,70,67,68,74,76,71,77,76,81,74,77,74,70,73,77,81,
KIAMO-Accra,2011,07,06:00,92,92,86,94,90,86,92,91,89,91,91,91,92,87,87,89,88,90,87,88,89,90,87,87,83,83,87,91,83,85,88
KIAMO-Accra,2011,07,15:00,71,72,93,64,67,72,71,74,75,95,76,70,71,65,64,67,66,64,64,70,87,73,67,67,64,71,65,68,71,71,64
KIAMO-Accra,2011,08,06:00,87,87,92,91,91,87,89,87,90,87,87,87,91,87,89,91,91,87,87,88,85,83,86,86,87,91,91,90,87,87,87
KIAMO-Accra,2011,08,15:00,70,78,70,80,83,80,68,65,69,67,63,74,78,79,79,77,67,63,56,55,54,64,70,65,63,78,74,73,73,66,73
KIAMO-Accra,2011,09,06:00,87,81,85,93,86,84,88,85,87,89,91,85,92,84,87,88,87,87,92,89,87,89,90,98,88,89,91,87,92,90,
KIAMO-Accra,2011,09,15:00,73,60,64,70,69,71,65,67,74,74,63,62,66,67,70,70,67,68,65,74,77,62,60,68,63,88,67,73,72,72,
KIAMO-Accra,2011,10,06:00,90,89,91,92,89,89,90,88,92,91,89,89,90,92,92,93,93,92,91,94,91,86,83,92,95,94,95,91,92,89,91
KIAMO-Accra,2011,10,15:00,89,66,63,65,71,67,68,71,68,80,73,75,80,69,72,69,75,81,71,62,68,76,61,65,75,68,52,66,65,67,71
KIAMO-Accra,2011,11,06:00,92,92,92,92,92,91,92,93,90,92,92,88,92,92,93,94,97,92,93,93,93,90,86,91,95,92,94,95,92,94,
KIAMO-Accra,2011,11,15:00,69,77,69,69,69,72,73,64,64,69,69,69,56,65,74,70,68,67,66,73,61,65,69,65,70,74,73,70,77,75,
KIAMO-Accra,2011,12,06:00,96,92,96,92,94,96,96,96,92,92,92,93,85,75,91,86,87,92,88,78,94,92,94,96,95,92,96,96,95,87,87
KIAMO-Accra,2011,12,15:00,73,76,64,59,71,67,78,65,66,69,64,52,37,55,54,48,56,55,67,64,71,64,73,71,73,73,73,79,72,62,43
KIAMO-Accra,2012,01,06:00,79,96,95,92,92,94,92,93,93,93,96,92,92,82,75,76,61,87,92,92,94,91,91,90,89,92,92,87,79,89,88
KIAMO-Accra,2012,01,15:00,54,64,64,54,64,70,76,72,64,71,65,61,40,25,23,34,46,66,73,70,53,67,67,60,64,67,63,87,62,63,63
KIAMO-Accra,2012,02,06:00,92,89,87,88,89,86,72,58,52,54,88,89,88,88,91,88,90,92,92,92,92,92,95,85,92,92,92,90,87,,
KIAMO-Accra,2012,02,15:00,70,69,69,62,66,68,26,29,30,59,62,69,69,75,70,66,72,73,81,72,78,73,72,63,75,66,72,72,77,,
KIAMO-Accra,2012,03,06:00,93,96,89,96,93,92,97,93,92,92,88,94,90,88,85,87,88,91,88,90,88,92,86,88,88,78,90,88,91,90,92
KIAMO-Accra,2012,03,15:00,75,74,70,68,72,79,61,69,69,65,70,67,65,70,67,63,71,68,71,65,67,67,62,76,65,55,59,67,65,77,67
KIAMO-Accra,2012,04,06:00,92,91,86,89,95,88,91,92,89,85,84,84,89,86,88,90,88,92,92,87,88,90,91,88,91,91,91,92,92,92,
KIAMO-Accra,2012,04,15:00,69,70,74,78,50,61,67,67,75,54,58,65,64,75,70,69,89,66,60,65,62,68,67,66,87,58,68,66,64,63,
KIAMO-Accra,2012,05,06:00,90,93,88,95,84,92,85,89,88,88,84,87,88,88,91,89,88,88,88,91,92,91,88,90,91,88,87,88,89,90,92
KIAMO-Accra,2012,05,15:00,60,59,64,58,58,61,67,63,62,46,57,58,74,60,61,66,55,58,98,69,91,59,53,61,66,69,62,76,68,79,72
KIAMO-Accra,2012,06,06:00,92,88,80,89,88,84,89,89,93,88,88,93,88,86,88,89,92,88,88,88,88,87,84,87,92,89,91,91,91,87,
KIAMO-Accra,2012,06,15:00,59,61,72,59,69,71,57,66,65,66,67,73,71,77,67,65,89,70,64,57,71,69,64,74,77,92,76,77,72,68,
KIAMO-Accra,2012,07,06:00,86,90,91,91,90,94,91,88,87,84,91,87,84,84,84,90,87,84,87,91,87,85,87,81,89,87,83,82,83,83,85
KIAMO-Accra,2012,07,15:00,74,76,74,76,71,64,61,70,68,65,61,63,68,74,71,64,64,64,66,68,65,64,77,72,76,64,67,70,70,64,69
KIAMO-Accra,2012,08,06:00,87,88,78,87,86,87,85,87,87,85,83,85,87,83,85,85,87,85,91,87,89,86,91,87,85,87,84,87,88,87,84
KIAMO-Accra,2012,08,15:00,75,65,67,72,70,64,73,74,63,62,68,70,62,61,67,57,64,80,76,65,64,79,70,63,64,63,63,74,64,60,58
KIAMO-Accra,2012,09,06:00,83,83,85,91,83,85,83,88,84,87,83,87,85,87,87,85,85,87,83,92,88,85,85,85,84,92,88,92,87,90,
KIAMO-Accra,2012,09,15:00,70,72,70,66,65,68,58,66,63,61,64,65,63,74,70,66,59,63,64,74,66,65,65,64,68,65,72,71,88,66,
KIAMO-Accra,2012,10,06:00,88,90,91,88,88,88,94,92,90,85,88,90,88,89,88,88,88,86,84,91,88,92,90,95,88,92,90,87,90,88,90
KIAMO-Accra,2012,10,15:00,69,68,74,68,68,68,68,64,67,64,77,71,74,61,65,64,65,60,93,65,65,67,60,67,68,66,62,58,67,64,60
KIAMO-Accra,2012,11,06:00,92,88,89,87,86,88,88,89,88,87,90,85,90,88,89,88,90,89,88,86,86,86,88,88,88,88,88,88,86,89,
KIAMO-Accra,2012,11,15:00,63,62,61,60,57,61,61,60,73,67,62,89,63,62,56,64,64,60,65,66,65,54,63,58,55,71,60,62,58,60,
KIAMO-Accra,2012,12,06:00,88,88,87,88,89,92,87,93,92,92,92,92,92,90,92,93,92,92,90,93,93,92,92,91,92,90,87,92,90,92,82
KIAMO-Accra,2012,12,15:00,53,73,69,74,66,86,76,68,66,66,72,67,65,65,64,72,63,65,70,67,66,45,64,63,55,78,60,58,65,65,53
KIAMO-Accra,2013,02,06:00,89,68,80,88,90,88,88,84,92,84,87,88,85,88,88,86,82,85,84,86,88,86,87,85,85,85,87,86,,,
KIAMO-Accra,2013,02,15:00,29,37,57,70,70,65,62,68,61,64,61,70,64,53,56,64,66,71,66,60,61,57,64,71,64,62,56,56,,,
KIAMO-Accra,2013,03,06:00,88,87,84,81,83,92,88,85,85,82,88,90,88,88,83,80,89,88,88,87,89,88,88,81,92,90,86,86,84,84,79
KIAMO-Accra,2013,03,15:00,58,58,59,66,50,61,64,53,67,67,61,56,56,53,54,66,62,56,54,62,72,61,52,64,62,56,63,62,57,54,63
KIAMO-Accra,2013,04,06:00,86,91,92,88,86,92,81,86,76,86,90,89,92,84,88,86,87,84,88,86,87,91,76,84,92,84,94,87,88,90,
KIAMO-Accra,2013,04,15:00,61,71,63,64,61,61,57,51,75,56,58,61,58,62,60,61,58,71,63,66,66,72,53,55,53,74,58,61,58,64,
KIAMO-Accra,2013,05,06:00,90,92,92,85,84,88,83,80,84,87,89,93,92,90,90,92,86,87,88,88,88,91,83,88,92,90,94,87,88,88,88
KIAMO-Accra,2013,05,15:00,79,58,59,65,61,61,61,85,64,57,89,66,78,60,77,63,61,56,63,71,61,63,56,65,69,74,66,63,63,71,68
KIAMO-Accra,2013,06,06:00,92,90,88,91,88,89,91,92,92,91,90,88,92,91,92,90,89,93,90,85,87,92,84,87,84,90,87,88,88,91,
KIAMO-Accra,2013,06,15:00,71,64,81,68,71,74,71,76,91,73,68,71,77,70,76,71,69,71,69,65,71,69,64,63,57,62,72,65,70,71,
KIAMO-Accra,2013,07,06:00,80,91,83,87,91,88,88,83,89,86,84,88,87,92,92,89,87,84,84,87,84,87,83,83,94,89,87,91,91,87,91
KIAMO-Accra,2013,07,15:00,76,61,67,72,81,64,64,67,66,63,67,66,63,74,92,62,62,65,73,70,73,69,70,77,80,67,77,86,79,81,84
KIAMO-Accra,2013,08,06:00,90,83,87,88,87,83,91,88,83,91,86,83,87,83,81,87,79,82,83,84,86,87,82,85,84,83,83,86,87,92,86
KIAMO-Accra,2013,08,15:00,76,72,67,61,70,67,69,64,61,52,63,60,60,63,63,70,63,61,67,67,68,66,66,61,64,60,58,73,70,64,68
