Name,Year,Month,Time,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7,DAY8,DAY9,DAY10,DAY11,DAY12,DAY13,DAY14,DAY15,DAY16,DAY17,DAY18,DAY19,DAY20,DAY21,DAY22,DAY23,DAY24,DAY25,DAY26,DAY27,DAY28,DAY29,DAY30,DAY31
KIAMO-Accra,2013,09,06:00,91,91,91,87,84,96,91,91,87,86,91,89,93,90,89,89,88,86,88,96,92,88,93,97,91,96,92,96,92,92,
KIAMO-Accra,2013,09,15:00,73,70,66,65,66,80,63,71,68,70,72,67,80,70,69,70,68,71,68,71,72,71,93,96,76,68,79,77,71,65,
KIAMO-Accra,2013,10,06:00,87,87,87,92,92,92,93,88,87,91,83,94,92,92,92,83,89,90,88,90,92,95,94,95,92,92,96,96,95,96,96
KIAMO-Accra,2013,10,15:00,63,65,67,74,71,66,65,59,60,59,68,65,66,66,68,65,66,69,66,65,70,66,60,75,69,69,73,71,81,66,68
KIAMO-Accra,2013,11,06:00,93,89,91,93,92,90,92,93,92,92,84,92,93,93,96,92,92,90,90,92,94,93,93,92,96,92,92,91,92,91,
KIAMO-Accra,2013,11,15:00,68,72,60,66,69,60,67,66,69,69,67,69,81,74,74,62,57,66,65,66,67,71,72,85,74,63,64,61,66,67,
KIAMO-Accra,2013,12,06:00,87,88,92,96,91,96,96,87,88,88,92,96,93,88,96,93,81,83,70,91,87,92,93,92,84,96,92,93,92,92,87
KIAMO-Accra,2013,12,15:00,69,68,68,72,72,72,63,65,52,66,67,67,69,71,54,56,44,37,61,52,56,63,63,62,53,60,65,62,68,71,66
KIAMO-Accra,2014,01,06:00,91,91,91,92,93,92,92,90,92,89,92,92,89,92,92,92,92,90,88,92,91,90,90,84,89,83,88,80,88,92,92
KIAMO-Accra,2014,01,15:00,62,60,64,63,63,66,60,63,66,62,63,66,63,68,61,67,66,61,60,62,67,58,68,61,66,65,55,67,63,69,92
KIAMO-Accra,2014,02,06:00,92,80,68,67,92,92,90,88,92,90,85,92,92,90,84,92,88,92,90,92,93,92,88,85,87,90,95,92,,,
KIAMO-Accra,2014,02,15:00,52,50,45,57,59,60,64,55,65,63,63,65,70,70,60,69,63,58,56,68,61,59,61,75,61,72,63,64,,,
KIAMO-Accra,2014,03,06:00,88,84,92,90,88,87,92,93,80,92,92,92,94,94,94,90,88,92,84,90,85,88,87,84,88,90,88,88,84,92,92
KIAMO-Accra,2014,03,15:00,55,57,64,56,61,94,66,64,61,67,74,63,64,64,64,65,65,65,61,64,58,58,58,69,63,57,70,61,55,53,80
KIAMO-Accra,2014,04,06:00,91,96,92,94,92,92,94,91,89,88,88,88,92,91,92,92,90,88,94,90,92,93,90,92,91,92,84,87,91,86,
KIAMO-Accra,2014,04,15:00,51,64,88,64,66,69,66,70,69,71,85,64,77,66,64,64,68,62,60,67,65,64,71,74,70,61,64,67,72,70,
KIAMO-Accra,2014,05,06:00,92,87,91,92,88,81,93,88,93,84,84,92,92,91,93,88,92,92,90,96,96,96,93,93,96,96,93,91,90,92,92
KIAMO-Accra,2014,05,15:00,59,58,56,61,70,90,86,85,63,53,69,65,63,70,69,58,62,61,56,73,69,71,74,69,64,69,99,71,84,61,64
KIAMO-Accra,2014,06,06:00,90,88,92,88,92,95,94,91,92,92,89,92,96,91,90,91,89,88,89,92,89,93,92,88,87,89,92,96,91,94,
KIAMO-Accra,2014,06,15:00,78,66,63,65,98,71,76,66,76,77,96,71,87,68,68,72,73,72,70,65,74,68,73,65,70,74,76,70,81,73,
KIAMO-Accra,2014,07,06:00,94,93,93,87,96,96,88,96,93,93,92,96,91,89,89,97,96,92,92,92,92,92,91,96,91,91,92,96,91,93,92
KIAMO-Accra,2014,07,15:00,81,90,77,84,83,88,67,70,68,69,68,66,68,67,72,87,92,76,71,77,79,74,86,80,73,70,76,75,71,71,80
KIAMO-Accra,2014,08,06:00,92,92,93,96,92,97,96,96,96,96,91,91,89,79,89,87,96,91,87,92,93,91,91,91,88,96,96,91,88,89,88
KIAMO-Accra,2014,08,15:00,75,80,81,77,80,88,89,82,72,70,64,71,73,66,64,80,74,63,84,80,73,70,73,68,74,95,75,75,77,72,77
KIAMO-Accra,2014,09,06:00,92,93,91,89,91,92,91,89,87,87,87,91,93,91,96,92,94,97,95,94,96,93,92,97,96,92,95,96,92,94,
KIAMO-Accra,2014,09,15:00,78,73,68,77,79,72,74,70,68,63,67,78,65,77,68,89,84,88,76,75,77,76,71,92,74,78,77,79,72,78,
KIAMO-Accra,2014,10,06:00,100,97,91,93,96,91,88,92,92,94,92,96,92,91,92,92,90,88,92,97,95,94,95,93,92,96,96,92,96,94,96
KIAMO-Accra,2014,10,15:00,84,66,68,68,69,68,65,68,65,65,82,71,67,66,68,64,66,71,90,78,68,72,62,68,69,78,73,69,71,61,69
KIAMO-Accra,2014,11,06:00,96,92,95,93,96,96,96,96,96,92,92,90,96,94,96,96,96,84,95,96,96,96,92,92,92,97,96,92,95,92,
KIAMO-Accra,2014,11,15:00,69,66,63,91,99,71,72,69,64,69,75,67,72,71,67,70,73,75,61,69,70,69,74,70,75,72,73,64,72,61,
KIAMO-Accra,2014,12,06:00,96,92,93,92,92,96,96,92,95,96,96,92,89,92,92,93,96,96,95,96,92,89,92,93,96,98,91,68,82,92,88
KIAMO-Accra,2014,12,15:00,73,73,79,70,71,74,75,73,73,67,72,62,63,58,67,69,67,58,58,68,64,68,66,70,61,54,60,36,49,58,35
KIAMO-Accra,2015,02,06:00,96,96,96,98,94,92,91,96,94,92,97,91,95,92,91,90,92,88,99,90,93,88,86,92,93,89,92,92,,,
KIAMO-Accra,2015,02,15:00,70,72,76,70,65,61,67,70,67,67,64,48,67,68,58,69,62,61,64,64,62,67,79,61,61,67,80,64,,,
KIAMO-Accra,2015,03,06:00,92,96,94,94,88,89,84,91,92,91,95,90,84,92,88,92,92,91,92,92,96,91,90,95,88,96,92,90,94,96,88
KIAMO-Accra,2015,03,15:00,66,64,67,67,64,64,64,65,67,63,68,61,61,72,62,65,70,67,64,64,71,62,56,67,81,65,58,75,57,74,60
KIAMO-Accra,2015,04,06:00,96,94,93,92,95,92,93,92,92,91,92,99,93,96,94,92,92,93,88,90,90,90,88,92,82,90,89,90,88,91,
KIAMO-Accra,2015,04,15:00,65,66,68,66,63,61,61,55,86,67,72,78,68,73,63,64,61,65,61,64,65,61,64,57,53,81,53,67,65,63,
KIAMO-Accra,2015,05,06:00,88,85,90,87,92,96,91,92,92,94,92,92,91,92,88,94,89,92,92,92,87,90,93,91,92,88,92,96,92,88,90
KIAMO-Accra,2015,05,15:00,57,64,66,65,68,66,64,61,61,63,66,64,65,61,62,67,64,69,58,74,62,67,75,60,66,64,67,72,75,62,88
KIAMO-Accra,2015,06,06:00,96,96,96,97,92,94,96,94,87,96,92,95,94,93,96,88,91,93,90,92,96,92,94,94,90,87,96,92,89,89,
KIAMO-Accra,2015,06,15:00,72,92,78,88,88,65,78,73,72,71,75,81,68,84,74,68,72,74,71,69,70,74,74,65,74,72,71,79,70,74,
KIAMO-Accra,2015,07,06:00,92,96,97,92,92,91,95,92,91,96,96,91,90,89,94,97,95,88,92,92,91,91,91,89,87,89,88,87,88,87,88
KIAMO-Accra,2015,07,15:00,73,76,81,75,68,71,68,65,67,82,68,72,73,68,74,79,68,77,73,78,67,64,64,65,70,64,64,67,63,68,70
KIAMO-Accra,2015,08,06:00,91,89,89,92,94,96,83,92,90,93,91,87,89,92,87,88,92,87,87,88,87,93,88,91,87,93,87,86,88,88,87
KIAMO-Accra,2015,08,15:00,67,67,72,81,70,64,73,67,74,79,67,70,68,81,65,65,74,71,72,68,72,68,73,68,73,63,74,68,73,69,69
KIAMO-Accra,2015,09,06:00,83,86,91,86,89,89,91,90,87,92,88,92,97,88,87,89,86,89,96,87,88,89,88,87,88,92,85,86,88,85,
KIAMO-Accra,2015,09,15:00,64,67,67,64,68,70,74,65,75,74,65,59,74,71,74,71,71,67,64,68,72,66,65,67,74,66,62,67,72,66,
KIAMO-Accra,2015,10,06:00,92,94,88,92,88,88,88,84,96,96,95,94,94,92,93,92,92,92,92,93,95,93,96,92,90,92,92,92,92,100,92
KIAMO-Accra,2015,10,15:00,65,65,68,64,62,65,78,63,80,67,68,69,66,73,65,70,69,68,73,71,78,72,66,68,66,64,63,64,63,63,67
KIAMO-Accra,2015,11,06:00,90,94,92,93,93,96,97,92,93,94,96,93,92,93,93,92,93,93,93,93,92,92,84,89,94,83,88,91,93,93,
KIAMO-Accra,2015,11,15:00,81,69,66,66,65,66,78,66,69,67,86,71,67,70,72,66,66,66,68,67,69,64,65,65,69,64,68,69,61,66,
KIAMO-Accra,2015,12,06:00,92,93,92,74,64,73,83,57,76,87,84,89,94,93,90,75,75,83,65,77,83,85,70,84,62,54,50,58,84,93,89
KIAMO-Accra,2015,12,15:00,70,66,61,40,41,54,36,33,47,52,55,54,50,57,33,30,51,35,39,41,49,39,49,37,27,35,32,43,50,63,61
KIAMO-Accra,2016,01,06:00,88,92,66,64,68,82,15,41,90,92,93,93,90,94,93,88,90,91,91,92,89,92,90,88,81,50,75,61,41,73,60
KIAMO-Accra,2016,01,15:00,62,38,27,31,39,18,15,33,60,58,67,58,64,69,70,64,69,64,67,68,59,64,61,57,24,45,28,17,25,22,42
KIAMO-Accra,2016,02,06:00,68,91,88,92,,,,89,92,92,89,89,89,89,90,91,91,88,92,88,89,89,85,88,88,88,86,88,87,,
KIAMO-Accra,2016,02,15:00,40,50,62,63,,,63,62,60,26,57,63,63,60,62,69,68,81,64,65,70,68,64,70,67,66,64,63,72,,
KIAMO-Accra,2016,03,06:00,88,94,92,90,88,92,92,87,93,91,88,87,88,97,96,92,94,96,94,94,92,90,92,92,92,92,91,89,92,91,88
KIAMO-Accra,2016,03,15:00,97,67,64,59,69,72,54,64,60,64,75,64,70,92,55,69,60,75,67,68,73,57,64,66,65,65,72,68,70,71,65
KIAMO-Accra,2016,04,06:00,88,96,88,92,90,88,84,94,93,95,88,92,94,88,86,91,84,92,92,88,92,92,90,89,90,88,96,88,88,94,
KIAMO-Accra,2016,04,15:00,72,71,66,67,64,76,78,66,64,64,58,65,61,66,67,61,63,61,61,62,64,64,64,61,63,70,64,86,65,61,
KIAMO-Accra,2016,05,06:00,90,88,86,84,88,90,85,89,84,88,89,88,95,92,88,85,87,92,88,90,86,88,96,93,94,91,91,94,92,93,92
KIAMO-Accra,2016,05,15:00,65,64,72,67,59,62,53,72,65,63,58,93,65,70,62,69,64,61,63,62,69,96,72,92,71,66,66,71,75,78,63
KIAMO-Accra,2016,06,06:00,95,94,91,96,94,91,93,87,92,93,95,88,97,94,88,94,92,92,90,94,92,92,92,89,88,90,88,88,90,91,
KIAMO-Accra,2016,06,15:00,66,69,90,61,66,73,92,65,83,85,74,97,77,74,81,72,68,68,92,72,69,71,66,69,72,69,70,70,72,75,
KIAMO-Accra,2016,07,06:00,91,94,90,88,90,92,89,88,88,89,92,92,85,86,85,89,92,90,90,88,90,84,88,96,95,92,92,95,91,90,89
KIAMO-Accra,2016,07,15:00,67,70,71,75,67,75,71,68,72,69,70,64,61,65,66,69,75,72,66,69,74,73,80,81,91,76,75,75,69,72,81
KIAMO-Accra,2016,08,06:00,96,92,89,88,92,88,89,94,94,96,89,90,87,90,88,89,84,90,88,92,92,96,86,86,90,88,83,87,98,92,93
KIAMO-Accra,2016,08,15:00,70,71,65,65,66,77,75,81,71,72,68,67,70,66,79,71,68,67,81,76,69,76,69,70,72,73,77,68,75,97,69
KIAMO-Accra,2016,09,06:00,91,92,87,91,91,92,88,88,88,87,88,85,88,90,94,94,92,92,88,88,94,88,88,94,92,92,96,97,93,90,
KIAMO-Accra,2016,09,15:00,69,64,68,67,69,71,65,68,69,74,68,68,69,70,70,65,63,58,64,89,74,69,69,72,83,66,71,72,67,72,
KIAMO-Accra,2016,10,06:00,89,96,96,93,91,94,91,91,96,93,96,92,92,86,89,94,92,92,85,92,92,88,95,91,94,89,91,92,92,92,92
KIAMO-Accra,2016,10,15:00,72,82,72,69,67,65,67,81,79,72,69,67,64,67,67,65,61,67,71,61,68,66,66,64,65,73,65,70,67,70,61
KIAMO-Accra,2016,11,06:00,88,89,91,91,91,88,92,92,85,92,81,89,90,89,91,89,89,90,89,90,91,89,87,89,89,88,92,88,88,89,
KIAMO-Accra,2016,11,15:00,67,69,66,67,64,66,65,65,67,68,64,64,65,67,64,58,67,65,68,67,65,62,65,68,70,66,66,71,65,64,
KIAMO-Accra,2016,12,06:00,91,95,92,90,95,92,91,91,88,90,77,87,92,92,92,88,92,92,80,91,92,90,91,94,92,80,62,55,55,77,88
KIAMO-Accra,2016,12,15:00,62,63,67,69,71,64,65,76,67,70,60,65,62,76,66,66,64,65,62,67,67,62,53,62,66,44,30,32,47,55,44
KIAMO-Accra,2017,01,06:00,88,91,92,92,92,92,92,92,91,92,90,89,92,90,53,93,84,86,93,90,92,92,95,94,92,95,93,92,93,92,92
KIAMO-Accra,2017,01,15:00,59,60,62,63,58,60,59,57,64,64,67,62,63,35,40,54,55,66,65,67,70,70,56,69,63,64,62,64,65,61,65
KIAMO-Accra,2017,02,06:00,91,98,97,95,96,98,96,95,90,89,92,94,95,92,96,97,95,92,85,94,89,92,94,92,87,90,96,96,,,
KIAMO-Accra,2017,02,15:00,63,67,70,68,69,69,70,74,65,65,71,70,98,67,65,66,67,40,52,62,67,66,69,67,65,98,63,62,,,
KIAMO-Accra,2017,03,06:00,95,92,95,91,95,94,94,93,96,93,93,95,98,95,93,96,94,96,95,87,95,92,91,93,90,94,92,94,92,90,92
KIAMO-Accra,2017,03,15:00,67,62,66,73,64,68,67,62,73,79,73,66,60,65,65,68,70,57,60,54,71,60,64,65,65,68,70,69,65,67,58
KIAMO-Accra,2017,04,06:00,89,92,92,95,95,94,94,94,88,96,94,93,90,95,94,96,95,92,91,92,98,90,96,94,90,96,92,94,94,96,
KIAMO-Accra,2017,04,15:00,75,68,63,72,65,64,71,63,76,67,67,67,69,76,73,76,70,69,67,68,72,69,65,65,79,70,73,62,67,68,
KIAMO-Accra,2017,05,06:00,92,94,92,92,96,90,96,97,96,96,93,97,90,88,88,94,92,92,95,96,92,92,92,92,92,93,92,98,95,96,96
KIAMO-Accra,2017,05,15:00,92,74,64,94,65,67,93,72,89,73,70,68,71,75,69,72,73,67,67,67,70,67,71,71,74,79,71,69,71,74,77
KIAMO-Accra,2017,06,06:00,96,95,94,98,95,96,96,97,92,98,99,92,99,98,92,96,100,97,97,96,97,94,97,95,100,98,97,94,96,95,
KIAMO-Accra,2017,06,15:00,67,70,82,77,67,74,72,63,77,79,82,100,70,77,75,94,72,74,77,82,70,76,75,86,72,93,77,76,79,72,
KIAMO-Accra,2017,07,06:00,94,98,95,96,94,99,96,97,90,92,97,86,89,96,96,96,92,92,92,92,92,92,94,100,96,96,97,98,93,92,92
KIAMO-Accra,2017,07,15:00,80,85,78,76,88,91,76,79,78,67,67,66,73,66,76,74,75,72,78,75,74,82,83,85,88,83,78,72,75,75,77
KIAMO-Accra,2017,08,06:00,93,96,91,96,92,93,95,92,95,96,94,98,96,96,92,92,93,92,93,92,93,92,92,92,92,90,98,94,96,98,98
KIAMO-Accra,2017,08,15:00,81,78,78,78,81,74,73,78,78,72,75,73,75,83,71,74,83,74,69,65,74,73,69,74,67,88,75,74,75,85,79
KIAMO-Accra,2017,09,06:00,98,96,90,92,92,92,96,100,96,95,94,92,98,96,96,96,92,95,88,91,91,98,95,96,94,94,93,96,100,98,
KIAMO-Accra,2017,09,15:00,78,75,70,72,72,76,85,75,70,72,80,78,74,69,74,78,78,73,81,75,69,78,75,92,71,67,77,79,87,72,
KIAMO-Accra,2017,10,06:00,96,96,96,92,92,92,96,88,94,96,96,98,92,89,96,94,94,88,88,94,98,94,92,92,96,94,94,96,88,92,96
KIAMO-Accra,2017,10,15:00,70,70,70,73,63,69,72,78,67,70,77,67,77,70,73,63,70,73,76,64,73,70,73,73,70,70,70,70,70,68,70
KIAMO-Accra,2017,11,06:00,92,92,96,95,97,95,94,96,95,95,92,97,96,95,91,98,96,96,94,96,95,92,96,92,95,96,96,98,95,96,
KIAMO-Accra,2017,11,15:00,67,70,67,65,72,70,67,68,74,67,67,68,68,73,70,76,73,71,65,73,67,71,70,61,78,67,68,68,67,67,
KIAMO-Accra,2017,12,06:00,94,96,94,97,96,96,96,88,92,96,97,91,94,97,96,96,84,89,98,96,94,97,63,70,76,92,77,96,94,93,92
KIAMO-Accra,2017,12,15:00,73,69,70,67,72,70,76,67,96,78,64,62,67,63,67,73,66,61,70,73,76,46,40,43,53,51,56,65,67,67,62
KIAMO-Accra,2018,01,06:00,97,82,78,43,62,94,96,93,95,95,96,96,91,95,95,96,96,96,94,96,96,92,94,97,92,92,96,93,95,94,94
KIAMO-Accra,2018,01,15:00,36,51,36,35,55,62,67,72,73,70,66,62,70,64,70,67,69,71,64,65,65,64,69,70,72,67,64,59,70,70,62
KIAMO-Accra,2018,02,06:00,96,95,94,96,93,92,92,90,90,92,92,91,92,92,95,92,94,86,88,92,96,96,95,92,92,87,90,92,,,
KIAMO-Accra,2018,02,15:00,63,70,70,73,68,70,71,71,68,64,69,60,64,68,65,65,71,66,67,92,63,57,69,81,62,64,65,62,,,
KIAMO-Accra,2018,03,06:00,90,90,92,91,83,88,92,92,89,88,81,92,92,94,94,91,91,92,87,92,90,89,85,94,92,92,92,92,94,92,86
KIAMO-Accra,2018,03,15:00,76,65,69,62,53,62,63,62,67,65,65,67,66,64,69,64,67,66,67,67,65,65,73,64,69,70,73,62,68,70,60
KIAMO-Accra,2018,04,06:00,91,92,89,90,92,92,100,94,92,97,95,96,90,92,89,85,92,92,90,89,92,87,92,91,89,86,92,92,91,92,
KIAMO-Accra,2018,04,15:00,67,70,69,73,70,65,69,67,63,69,65,63,65,65,65,67,68,65,62,77,65,63,71,69,70,62,59,57,68,73,
KIAMO-Accra,2018,05,06:00,92,89,86,93,94,92,96,95,88,92,100,100,92,96,94,96,92,92,96,94,96,96,95,96,96,93,88,93,92,89,96
KIAMO-Accra,2018,05,15:00,62,66,77,73,67,70,63,92,73,70,89,70,67,76,67,70,96,70,68,65,72,73,67,66,96,76,82,70,73,73,66
KIAMO-Accra,2018,06,06:00,92,98,94,96,96,96,96,95,96,92,92,92,92,96,95,92,89,92,98,92,96,96,99,98,96,96,96,95,96,94,
KIAMO-Accra,2018,06,15:00,71,74,79,76,71,75,70,73,74,67,70,70,75,62,66,77,72,89,61,79,80,77,81,69,69,72,70,77,79,83,
KIAMO-Accra,2018,08,06:00,88,88,92,88,95,92,86,88,88,89,90,90,88,96,92,93,92,90,92,89,87,96,98,92,97,98,98,92,92,90,93
KIAMO-Accra,2018,08,15:00,62,74,66,69,59,64,68,64,65,76,65,66,88,70,67,70,75,76,74,66,86,82,78,82,81,91,66,67,66,83,73
KIAMO-Accra,2018,09,06:00,96,99,96,95,96,92,94,100,96,96,92,92,94,94,94,92,96,91,94,94,94,92,93,88,91,94,88,94,93,91,
KIAMO-Accra,2018,09,15:00,85,81,77,76,71,66,91,83,87,69,69,76,76,70,65,76,66,68,71,70,67,78,73,72,71,71,74,68,72,72,
KIAMO-Accra,2018,10,06:00,90,96,92,92,91,97,94,100,97,93,98,92,97,95,95,94,98,97,98,98,96,95,90,92,92,92,92,94,86,93,96
KIAMO-Accra,2018,10,15:00,99,69,73,75,71,71,73,61,73,66,76,75,70,67,75,67,67,71,65,67,71,70,66,98,67,63,70,63,69,72,69
KIAMO-Accra,2018,11,06:00,88,97,96,96,92,92,95,95,92,92,92,92,93,93,92,94,96,95,95,87,96,95,96,94,88,99,94,96,96,97,
KIAMO-Accra,2018,11,15:00,68,73,67,65,70,94,66,71,68,65,71,71,65,71,73,67,76,71,92,76,66,66,68,78,71,74,69,70,70,71,
KIAMO-Accra,2018,12,06:00,96,96,92,92,95,95,94,95,95,92,94,92,90,92,96,96,94,95,96,96,96,96,96,89,92,81,86,81,92,92,92
KIAMO-Accra,2018,12,15:00,73,73,78,68,69,67,66,64,60,63,61,66,67,70,62,72,68,77,65,70,57,56,57,47,35,42,38,54,62,63,59
KIAMO-Accra,2019,01,06:00,92,73,53,47,53,69,72,79,80,92,92,88,92,89,89,95,95,93,95,95,92,92,94,93,91,75,90,92,94,98,96
KIAMO-Accra,2019,01,15:00,32,35,31,33,36,47,39,48,51,54,68,60,77,65,64,62,68,60,57,63,53,70,65,60,56,49,46,73,60,65,64
KIAMO-Accra,2019,02,06:00,94,92,92,92,95,90,95,92,95,94,96,95,92,92,93,95,89,85,87,91,84,87,90,92,89,88,85,85,,,
KIAMO-Accra,2019,02,15:00,69,69,66,70,65,68,65,66,74,65,58,60,65,65,71,65,61,70,85,65,70,71,64,77,76,67,63,61,,,
KIAMO-Accra,2019,03,06:00,92,98,94,95,95,92,95,96,83,81,92,92,89,92,88,85,98,85,95,89,89,98,90,95,79,89,92,95,92,92,90
KIAMO-Accra,2019,03,15:00,94,65,67,65,65,62,65,60,58,65,65,69,65,71,62,67,62,56,63,58,63,69,56,65,68,55,63,65,58,66,65
KIAMO-Accra,2019,04,06:00,92,92,92,81,100,90,90,95,96,92,89,92,85,96,92,94,95,95,94,92,92,92,95,86,89,91,86,92,89,92,
KIAMO-Accra,2019,04,15:00,65,63,68,64,65,67,70,58,68,65,89,74,70,77,68,68,62,63,73,68,72,71,63,66,64,67,66,63,71,75,
KIAMO-Accra,2019,05,06:00,92,91,92,92,96,96,94,86,92,96,93,87,90,95,92,98,95,92,90,92,97,94,94,96,88,92,89,93,96,96,98
KIAMO-Accra,2019,05,15:00,68,70,73,89,69,67,71,62,74,69,64,60,97,67,89,73,72,65,76,96,70,67,73,67,66,70,86,62,97,80,91
KIAMO-Accra,2019,06,06:00,96,96,92,92,92,96,97,92,94,88,92,91,91,88,92,96,94,89,96,94,88,88,99,92,97,100,94,92,96,94,
KIAMO-Accra,2019,06,15:00,69,67,64,92,73,74,75,73,74,73,63,64,69,79,76,69,63,69,68,71,69,75,71,71,99,76,75,72,75,72,
KIAMO-Accra,2019,07,06:00,94,93,94,96,94,93,92,92,96,93,93,93,96,96,93,93,94,91,92,97,95,96,92,94,94,94,96,94,92,90,94
KIAMO-Accra,2019,07,15:00,67,72,74,76,75,78,79,81,78,75,77,75,71,65,72,73,68,75,81,92,79,76,67,75,72,80,78,77,76,75,71
KIAMO-Accra,2019,08,06:00,90,88,92,92,92,90,98,93,90,92,90,92,92,96,95,92,92,93,96,92,97,98,90,93,93,94,95,92,96,92,94
KIAMO-Accra,2019,08,15:00,72,75,67,66,69,69,75,71,75,76,64,71,73,72,69,69,72,66,78,79,78,72,90,73,79,75,72,68,67,75,80
KIAMO-Accra,2019,09,06:00,94,94,96,87,89,89,93,92,95,91,90,95,96,98,97,94,90,96,92,94,97,94,92,94,90,92,91,96,92,91,
KIAMO-Accra,2019,09,15:00,88,76,63,75,68,67,78,76,67,70,69,84,75,78,67,69,71,74,75,74,67,68,71,71,71,68,96,74,72,75,
KIAMO-Accra,2019,10,06:00,96,96,96,97,97,98,96,96,92,94,99,98,96,98,96,92,96,92,98,93,96,97,92,92,93,91,92,96,98,92,98
KIAMO-Accra,2019,10,15:00,69,88,92,72,68,69,68,80,79,71,70,78,75,64,68,70,66,79,72,74,72,67,77,69,69,70,86,97,71,69,67
KIAMO-Accra,2019,11,06:00,95,96,97,96,96,96,92,94,93,92,96,93,94,95,97,95,96,96,96,95,92,90,97,96,95,94,95,91,93,94,
KIAMO-Accra,2019,11,15:00,65,73,64,70,70,65,72,67,64,62,73,65,62,79,67,69,71,71,65,68,91,71,70,67,69,65,69,65,69,69,
KIAMO-Accra,2019,12,06:00,94,92,96,91,92,95,91,89,95,95,92,92,92,92,95,92,92,95,95,94,94,91,93,94,92,90,92,91,89,95,92
KIAMO-Accra,2019,12,15:00,70,73,65,72,66,64,70,68,67,68,69,71,72,70,70,70,68,70,73,70,72,70,63,61,55,61,64,60,61,60,57
KIAMO-Accra,2020,01,15:00,32,35,31,33,36,47,39,48,51,54,68,60,77,65,64,62,68,60,57,63,53,70,65,60,56,49,46,73,60,65,64
KIAMO-Accra,2020,02,06:00,94,95,95,96,96,92,96,92,93,94,95,94,51,75,85,92,93,94,92,95,92,91,93,91,92,95,92,92,94,,
KIAMO-Accra,2020,02,15:00,63,51,60,62,61,66,41,47,61,67,67,30,42,52,54,60,74,68,79,66,65,71,70,74,73,67,66,63,65,,
KIAMO-Accra,2020,03,06:00,89,92,90,94,95,83,92,88,88,91,89,92,91,94,91,92,92,91,90,89,96,91,89,86,92,92,92,90,94,92,92
KIAMO-Accra,2020,03,15:00,74,74,88,71,69,68,65,61,63,67,69,64,67,64,65,61,64,63,73,70,68,72,78,92,68,67,55,60,68,59,68
KIAMO-Accra,2020,04,06:00,89,65,83,74,72,76,70,73,69,73,76,71,73,74,76,70,79,70,72,74,70,82,69,73,71,85,86,79,71,68,
KIAMO-Accra,2020,04,15:00,69,69,62,73,56,60,63,60,63,72,65,65,63,69,66,65,60,68,66,62,66,78,73,57,61,100,66,70,57,65,
KIAMO-Accra,2020,05,06:00,94,90,92,92,94,94,92,95,92,88,96,92,96,92,92,89,94,91,90,88,86,83,84,92,89,90,89,89,87,92,98
KIAMO-Accra,2020,05,15:00,63,67,100,68,66,60,66,65,67,67,70,66,66,68,65,66,65,68,70,65,67,70,61,62,96,56,70,82,72,75,59
KIAMO-Accra,2020,06,06:00,92,91,92,92,85,88,91,91,96,92,93,94,96,92,92,92,90,92,88,93,96,96,92,93,88,87,94,85,96,92,
KIAMO-Accra,2020,06,15:00,66,92,60,75,56,70,62,63,73,64,69,96,79,70,73,70,75,77,62,67,71,67,63,67,69,77,75,71,78,73,
KIAMO-Accra,2020,07,06:00,85,88,88,95,93,93,89,91,89,88,90,88,90,90,90,91,86,88,90,88,88,88,88,94,86,86,86,88,89,88,88
KIAMO-Accra,2020,07,15:00,72,66,74,88,70,72,68,75,70,72,72,73,73,70,75,71,73,69,73,69,82,70,64,73,66,76,67,65,68,61,70
KIAMO-Accra,2020,10,06:00,92,88,92,88,90,86,94,92,92,96,,96,84,90,91,95,92,92,92,93,89,89,92,89,88,94,92,,98,93,92
KIAMO-Accra,2020,10,15:00,73,69,64,66,65,67,77,71,67,89,,72,70,69,72,74,67,65,67,67,64,71,67,67,88,67,73,67,72,75,69
KIAMO-Accra,2020,11,06:00,92,90,92,92,93,93,92,94,89,90,92,88,91,79,92,92,92,86,88,91,92,92,94,92,89,89,91,91,92,92,
KIAMO-Accra,2020,11,15:00,67,70,65,67,68,67,67,70,76,70,67,65,67,64,65,72,67,63,74,65,70,74,68,71,67,71,70,68,68,65,
KIAMO-Accra,2020,12,06:00,91,90,92,92,92,92,91,76,94,92,92,92,88,92,93,92,92,92,89,96,96,88,95,94,90,94,95,93,92,92,96
KIAMO-Accra,2020,12,15:00,67,68,65,63,65,65,65,68,66,65,71,69,71,63,62,69,73,67,64,65,57,71,72,64,69,64,65,68,68,63,64
KIAMO-Accra,2021,01,06:00,91,92,92,92,91,89,90,97,96,92,93,89,81,88,91,89,85,92,92,92,92,92,92,92,87,85,92,90,92,82,92
KIAMO-Accra,2021,01,15:00,66,68,66,62,67,75,71,64,64,62,65,61,58,66,62,66,67,63,58,65,62,66,62,57,42,56,60,67,65,67,63
KIAMO-Accra,2021,02,06:00,90,90,91,92,89,95,89,88,89,92,90,86,90,88,91,91,89,89,89,92,90,92,90,89,85,88,82,90,,,
KIAMO-Accra,2021,02,15:00,66,68,65,71,78,65,63,63,65,58,65,63,68,67,70,65,65,61,57,51,60,57,63,62,62,67,64,62,,,
KIAMO-Accra,2021,03,06:00,90,91,89,89,89,89,85,91,88,84,78,89,80,79,88,89,85,88,85,85,90,88,89,86,88,88,89,91,91,92,92
